T=0	200	0	0	0	0
T=1	199	1	0	0	0
T=2	198	2	0	0	0
T=3	197	3	0	0	0
T=4	196	4	0	0	0
T=5	195	5	0	0	0
T=6	194	6	0	0	0
T=7	193	7	0	0	0
T=8	192	8	0	0	0
T=9	191	9	0	0	0
T=10	190	10	0	0	0
T=11	189	11	0	0	0
T=12	188	11	1	0	0
T=13	187	10	2	1	0
T=14	186	10	2	2	0
T=15	185	11	1	3	0
T=16	184	12	0	4	0
T=17	183	12	1	4	0
T=18	182	13	0	5	0
T=19	181	14	0	5	0
T=20	180	15	0	5	0
T=21	179	15	1	5	0
T=22	178	15	1	6	0
T=23	177	16	0	7	0
T=24	176	16	1	6	1
T=25	175	16	1	7	1
T=26	174	17	0	8	1
T=27	173	17	1	8	1
T=28	172	17	1	9	1
T=29	171	18	0	10	1
T=30	170	18	1	10	1
T=31	169	19	0	10	2
T=32	168	20	0	9	3
T=33	167	21	0	9	3
T=34	166	21	1	9	3
T=35	165	21	1	10	3
T=36	164	22	0	11	3
T=37	163	23	0	11	3
T=38	162	24	0	11	3
T=39	161	24	1	10	4
T=40	160	24	1	9	6
T=41	159	24	1	10	6
T=42	158	25	0	10	7
T=43	157	25	1	10	7
T=44	156	26	0	9	9
T=45	155	26	1	9	9
T=46	154	26	1	10	9
T=47	153	27	0	11	9
T=48	152	28	0	11	9
T=49	152	28	0	11	9
T=50	152	27	1	11	9
T=51	151	28	0	11	10
T=52	150	29	0	10	11
T=53	150	29	0	9	12
T=54	150	28	1	9	12
T=55	149	29	0	9	13
T=56	149	29	0	9	13
T=57	149	28	1	9	13
T=58	148	28	1	10	13
T=59	147	28	1	11	13
T=60	146	29	0	12	13
T=61	146	28	1	12	13
T=62	145	29	0	12	14
T=63	144	29	1	12	14
T=64	143	30	0	13	14
T=65	143	29	1	13	14
T=66	143	29	0	12	16
T=67	143	28	1	12	16
T=68	142	28	1	12	17
T=69	141	29	0	13	17
T=70	141	28	1	13	17
T=71	140	29	0	14	17
T=72	139	29	1	14	17
T=73	138	30	0	14	18
T=74	138	29	1	14	18
T=75	137	30	0	15	18
T=76	137	29	1	15	18
T=77	137	29	0	14	20
T=78	137	29	0	14	20
T=79	137	28	1	13	21
T=80	136	29	0	14	21
T=81	136	27	2	13	22
T=82	135	28	1	14	22
T=83	134	28	1	15	22
T=84	133	28	1	13	25
T=85	132	28	1	14	25
T=86	131	29	0	14	26
T=87	131	29	0	14	26
T=88	131	29	0	13	27
T=89	131	28	1	13	27
T=90	130	28	1	14	27
T=91	129	29	0	15	27
T=92	129	29	0	14	28
T=93	129	27	2	14	28
T=94	128	27	2	15	28
T=95	127	28	1	14	30
T=96	126	29	0	15	30
T=97	126	29	0	13	32
T=98	126	29	0	12	33
T=99	126	26	3	11	34
T=100	125	27	2	11	35
T=101	124	28	1	12	35
T=102	123	28	1	12	36
T=103	122	28	1	13	36
T=104	121	29	0	13	37
T=105	121	29	0	13	37
T=106	121	29	0	12	38
T=107	121	28	1	12	38
T=108	120	29	0	12	39
T=109	120	28	1	12	39
T=110	119	27	2	11	41
T=111	118	28	1	11	42
T=112	117	29	0	11	43
T=113	116	29	1	11	43
T=114	115	30	0	12	43
T=115	115	30	0	12	43
T=116	115	29	1	11	44
T=117	115	29	0	11	45
T=118	115	29	0	11	45
T=119	115	28	1	11	45
T=120	114	28	1	11	46
T=121	113	29	0	10	48
T=122	113	29	0	9	49
T=123	113	29	0	9	49
T=124	113	28	1	9	49
T=125	112	29	0	10	49
