T=0	200	0	0	0	0
T=1	199	1	0	0	0
T=2	198	2	0	0	0
T=3	197	3	0	0	0
T=4	196	4	0	0	0
T=5	195	5	0	0	0
T=6	194	6	0	0	0
T=7	193	7	0	0	0
T=8	192	8	0	0	0
T=9	191	9	0	0	0
T=10	190	10	0	0	0
T=11	189	11	0	0	0
T=12	188	12	0	0	0
T=13	187	13	0	0	0
T=14	186	14	0	0	0
T=15	185	15	0	0	0
T=16	185	14	1	0	0
T=17	184	14	1	1	0
T=18	183	15	0	2	0
T=19	183	14	1	2	0
T=20	182	15	0	3	0
T=21	182	15	0	3	0
T=22	182	15	0	3	0
T=23	182	15	0	3	0
T=24	182	15	0	3	0
T=25	182	15	0	3	0
T=26	182	15	0	3	0
T=27	182	15	0	3	0
T=28	182	15	0	3	0
T=29	182	15	0	3	0
T=30	182	15	0	3	0
T=31	182	14	1	3	0
T=32	181	14	1	4	0
T=33	180	15	1	4	0
T=34	180	14	2	4	0
T=35	179	15	2	4	0
T=36	179	15	2	4	0
T=37	179	15	2	4	0
T=38	179	15	2	4	0
T=39	179	15	2	4	0
T=40	179	15	2	4	0
T=41	179	15	2	4	0
T=42	179	15	2	4	0
T=43	179	15	2	4	0
T=44	179	15	2	4	0
T=45	179	15	2	4	0
T=46	179	14	3	3	1
T=47	178	14	3	3	2
T=48	177	15	2	4	2
T=49	177	14	3	3	3
T=50	176	15	2	4	3
T=51	176	15	2	4	3
T=52	176	15	2	4	3
T=53	176	15	2	4	3
T=54	176	15	2	4	3
T=55	176	15	2	4	3
T=56	176	15	2	4	3
T=57	176	15	2	4	3
T=58	176	15	2	4	3
T=59	176	15	2	4	3
T=60	176	15	2	4	3
T=61	176	14	3	3	4
T=62	175	14	3	4	4
T=63	174	15	3	4	4
T=64	174	14	4	4	4
T=65	173	15	4	4	4
T=66	173	15	4	4	4
T=67	173	15	4	4	4
T=68	173	15	4	4	4
T=69	173	15	4	4	4
T=70	173	15	4	4	4
T=71	173	15	4	4	4
T=72	173	15	4	4	4
T=73	173	15	4	4	4
T=74	173	15	4	4	4
T=75	173	15	4	4	4
T=76	173	14	5	3	5
T=77	172	14	5	3	6
T=78	171	15	4	4	6
T=79	171	14	5	3	7
T=80	170	15	4	4	7
T=81	170	15	4	4	7
T=82	170	15	4	4	7
T=83	170	15	4	4	7
T=84	170	15	4	4	7
T=85	170	15	4	4	7
T=86	170	15	4	4	7
T=87	170	15	4	4	7
T=88	170	15	4	4	7
T=89	170	15	4	4	7
T=90	170	15	4	4	7
T=91	170	14	5	3	8
T=92	169	14	5	4	8
T=93	168	15	5	4	8
T=94	168	14	6	4	8
T=95	167	15	6	4	8
T=96	167	15	6	4	8
T=97	167	15	6	4	8
T=98	167	15	6	4	8
T=99	167	15	6	4	8
T=100	167	15	6	4	8
T=101	167	15	6	4	8
T=102	167	15	6	4	8
T=103	167	15	6	4	8
T=104	167	15	6	4	8
T=105	167	15	6	4	8
T=106	167	14	7	3	9
T=107	166	14	7	3	10
T=108	165	15	6	4	10
T=109	165	14	7	3	11
T=110	164	15	6	4	11
T=111	164	15	6	4	11
T=112	164	15	6	4	11
T=113	164	15	6	4	11
T=114	164	15	6	4	11
T=115	164	15	6	4	11
T=116	164	15	6	4	11
T=117	164	15	6	4	11
T=118	164	15	6	4	11
T=119	164	15	6	4	11
T=120	164	15	6	4	11
T=121	164	14	7	3	12
T=122	163	14	7	4	12
T=123	162	15	7	4	12
T=124	162	14	8	4	12
T=125	161	15	8	4	12
