T=0	100	0	0	0	0
T=1	99	1	0	0	0
T=2	98	2	0	0	0
T=3	97	3	0	0	0
T=4	96	4	0	0	0
T=5	95	5	0	0	0
T=6	94	6	0	0	0
T=7	93	7	0	0	0
T=8	92	8	0	0	0
T=9	91	9	0	0	0
T=10	90	10	0	0	0
T=11	89	11	0	0	0
T=12	88	12	0	0	0
T=13	87	13	0	0	0
T=14	86	14	0	0	0
T=15	85	15	0	0	0
T=16	85	14	1	0	0
T=17	84	14	1	1	0
T=18	83	14	1	2	0
T=19	82	15	0	3	0
T=20	82	15	0	3	0
T=21	82	15	0	3	0
T=22	82	15	0	3	0
T=23	82	15	0	3	0
T=24	82	15	0	3	0
T=25	82	15	0	3	0
T=26	82	15	0	3	0
T=27	82	15	0	3	0
T=28	82	15	0	3	0
T=29	82	15	0	3	0
T=30	82	15	0	3	0
T=31	82	14	1	3	0
T=32	81	14	1	4	0
T=33	80	14	2	4	0
T=34	79	15	2	4	0
T=35	79	15	2	4	0
T=36	79	15	2	4	0
T=37	79	15	2	4	0
T=38	79	15	2	4	0
T=39	79	15	2	4	0
T=40	79	15	2	4	0
T=41	79	15	2	4	0
T=42	79	15	2	4	0
T=43	79	15	2	4	0
T=44	79	15	2	4	0
T=45	79	15	2	4	0
T=46	79	14	3	3	1
T=47	78	14	3	3	2
T=48	77	14	3	3	3
T=49	76	15	2	4	3
T=50	76	15	2	4	3
T=51	76	15	2	4	3
T=52	76	15	2	4	3
T=53	76	15	2	4	3
T=54	76	15	2	4	3
T=55	76	15	2	4	3
T=56	76	15	2	4	3
T=57	76	15	2	4	3
T=58	76	15	2	4	3
T=59	76	15	2	4	3
T=60	76	15	2	4	3
T=61	76	14	3	3	4
T=62	75	14	3	4	4
T=63	74	14	4	4	4
T=64	73	15	4	4	4
T=65	73	15	4	4	4
T=66	73	15	4	4	4
T=67	73	15	4	4	4
T=68	73	15	4	4	4
T=69	73	15	4	4	4
T=70	73	15	4	4	4
T=71	73	15	4	4	4
T=72	73	15	4	4	4
T=73	73	15	4	4	4
T=74	73	15	4	4	4
T=75	73	15	4	4	4
T=76	73	14	5	3	5
T=77	72	14	5	3	6
T=78	71	14	5	3	7
T=79	70	15	4	4	7
T=80	70	15	4	4	7
T=81	70	15	4	4	7
T=82	70	15	4	4	7
T=83	70	15	4	4	7
T=84	70	15	4	4	7
T=85	70	15	4	4	7
T=86	70	15	4	4	7
T=87	70	15	4	4	7
T=88	70	15	4	4	7
T=89	70	15	4	4	7
T=90	70	15	4	4	7
T=91	70	14	5	3	8
T=92	69	14	5	4	8
T=93	68	14	6	4	8
T=94	67	15	6	4	8
T=95	67	15	6	4	8
T=96	67	15	6	4	8
T=97	67	15	6	4	8
T=98	67	15	6	4	8
T=99	67	15	6	4	8
T=100	67	15	6	4	8
T=101	67	15	6	4	8
T=102	67	15	6	4	8
T=103	67	15	6	4	8
T=104	67	15	6	4	8
T=105	67	15	6	4	8
T=106	67	14	7	3	9
T=107	66	14	7	3	10
T=108	65	14	7	3	11
T=109	64	15	6	4	11
T=110	64	15	6	4	11
T=111	64	15	6	4	11
T=112	64	15	6	4	11
T=113	64	15	6	4	11
T=114	64	15	6	4	11
T=115	64	15	6	4	11
T=116	64	15	6	4	11
T=117	64	15	6	4	11
T=118	64	15	6	4	11
T=119	64	15	6	4	11
T=120	64	15	6	4	11
T=121	64	14	7	3	12
T=122	63	14	7	4	12
T=123	62	14	8	4	12
T=124	61	15	8	4	12
T=125	61	15	8	4	12
T=126	61	15	8	4	12
T=127	61	15	8	4	12
T=128	61	15	8	4	12
T=129	61	15	8	4	12
T=130	61	15	8	4	12
T=131	61	15	8	4	12
T=132	61	15	8	4	12
T=133	61	15	8	4	12
T=134	61	15	8	4	12
T=135	61	15	8	4	12
T=136	61	14	9	3	13
T=137	60	14	9	3	14
T=138	59	14	9	3	15
T=139	58	15	8	4	15
T=140	58	15	8	4	15
T=141	58	15	8	4	15
T=142	58	15	8	4	15
T=143	58	15	8	4	15
T=144	58	15	8	4	15
T=145	58	15	8	4	15
T=146	58	15	8	4	15
T=147	58	15	8	4	15
T=148	58	15	8	4	15
T=149	58	15	8	4	15
T=150	58	15	8	4	15
T=151	58	14	9	3	16
T=152	57	14	9	4	16
T=153	56	14	10	4	16
T=154	55	15	10	4	16
T=155	55	15	10	4	16
T=156	55	15	10	4	16
T=157	55	15	10	4	16
T=158	55	15	10	4	16
T=159	55	15	10	4	16
T=160	55	15	10	4	16
T=161	55	15	10	4	16
T=162	55	15	10	4	16
T=163	55	15	10	4	16
T=164	55	15	10	4	16
T=165	55	15	10	4	16
T=166	55	14	11	3	17
T=167	54	13	12	3	18
T=168	53	14	11	3	19
T=169	52	15	10	4	19
T=170	52	15	10	4	19
T=171	52	15	10	4	19
T=172	52	15	10	4	19
T=173	52	15	10	4	19
T=174	52	15	10	4	19
T=175	52	15	10	4	19
T=176	52	15	10	4	19
T=177	52	15	10	4	19
T=178	52	15	10	4	19
T=179	52	15	10	4	19
T=180	52	14	11	4	19
T=181	51	13	13	3	20
T=182	50	14	12	4	20
T=183	49	15	12	4	20
T=184	49	15	12	4	20
T=185	49	15	12	4	20
T=186	49	15	12	4	20
T=187	49	15	12	4	20
T=188	49	15	12	4	20
T=189	49	15	12	4	20
T=190	49	15	12	4	20
T=191	49	15	12	4	20
T=192	49	15	12	4	20
T=193	49	15	12	4	20
T=194	49	14	13	4	20
T=195	48	13	15	4	20
T=196	47	14	15	3	21
T=197	46	15	14	3	22
T=198	46	15	13	3	23
T=199	46	15	12	4	23
T=200	46	15	12	4	23
T=201	46	15	12	4	23
T=202	46	15	12	4	23
T=203	46	15	12	4	23
T=204	46	15	12	4	23
T=205	46	15	12	4	23
T=206	46	15	12	4	23
T=207	46	15	12	4	23
T=208	46	14	13	4	23
T=209	45	13	15	4	23
T=210	44	14	15	4	23
T=211	43	15	15	3	24
T=212	43	15	14	4	24
T=213	43	15	14	4	24
T=214	43	15	14	4	24
T=215	43	15	14	4	24
T=216	43	15	14	4	24
T=217	43	15	14	4	24
T=218	43	15	14	4	24
T=219	43	15	14	4	24
T=220	43	15	14	4	24
T=221	43	15	14	4	24
T=222	43	14	15	4	24
T=223	42	13	17	4	24
T=224	41	14	17	4	24
T=225	40	15	17	4	24
T=226	40	15	17	3	25
T=227	40	15	16	3	26
T=228	40	15	15	3	27
T=229	40	15	14	4	27
T=230	40	15	14	4	27
T=231	40	15	14	4	27
T=232	40	15	14	4	27
T=233	40	15	14	4	27
T=234	40	15	14	4	27
T=235	40	15	14	4	27
T=236	40	14	15	4	27
T=237	39	13	17	4	27
T=238	38	14	17	4	27
T=239	37	15	17	4	27
T=240	37	15	17	4	27
T=241	37	15	17	3	28
T=242	37	15	16	4	28
T=243	37	15	16	4	28
T=244	37	15	16	4	28
T=245	37	15	16	4	28
T=246	37	15	16	4	28
T=247	37	15	16	4	28
T=248	37	15	16	4	28
T=249	37	15	16	4	28
T=250	37	13	18	4	28
T=251	36	13	19	4	28
T=252	35	14	19	4	28
T=253	34	15	19	4	28
T=254	34	15	19	4	28
T=255	34	15	19	4	28
T=256	34	15	19	3	29
T=257	34	15	18	3	30
T=258	34	15	17	3	31
T=259	34	15	16	4	31
T=260	34	15	16	4	31
T=261	34	15	16	4	31
T=262	34	15	16	4	31
T=263	34	13	18	4	31
T=264	33	13	19	4	31
T=265	32	14	19	4	31
T=266	31	15	19	4	31
T=267	31	15	19	4	31
T=268	31	15	19	4	31
T=269	31	15	19	4	31
T=270	31	15	19	4	31
T=271	31	15	19	3	32
T=272	31	15	18	4	32
T=273	31	15	18	4	32
T=274	31	15	18	4	32
T=275	31	15	18	4	32
T=276	31	13	20	4	32
T=277	30	13	21	4	32
T=278	29	14	21	4	32
T=279	28	15	21	4	32
T=280	28	15	21	4	32
T=281	28	15	21	4	32
T=282	28	15	21	4	32
T=283	28	15	21	4	32
T=284	28	15	21	4	32
T=285	28	15	21	4	32
T=286	28	15	21	3	33
T=287	28	15	20	3	34
T=288	28	15	19	3	35
T=289	28	13	20	4	35
T=290	27	13	21	4	35
T=291	26	14	21	4	35
T=292	25	15	21	4	35
T=293	25	15	21	4	35
T=294	25	15	21	4	35
T=295	25	15	21	4	35
T=296	25	15	21	4	35
T=297	25	15	21	4	35
T=298	25	15	21	4	35
T=299	25	15	21	4	35
T=300	25	15	21	4	35
T=301	25	15	21	3	36
T=302	25	13	22	4	36
T=303	24	13	23	4	36
T=304	23	14	23	4	36
T=305	22	15	23	4	36
T=306	22	15	23	4	36
T=307	22	15	23	4	36
T=308	22	15	23	4	36
T=309	22	15	23	4	36
T=310	22	15	23	4	36
T=311	22	15	23	4	36
T=312	22	15	23	4	36
T=313	22	15	23	4	36
T=314	22	15	23	4	36
T=315	22	13	25	4	36
T=316	21	13	26	3	37
T=317	20	14	25	3	38
T=318	19	15	24	3	39
T=319	19	15	23	4	39
T=320	19	15	23	4	39
